INDEX,CO_CATEGORIA_ADMINISTRATIVA,CO_CURSO,CO_GRAU_ACADEMICO,CO_IES,CO_LOCAL_OFERTA,CO_LOCAL_OFERTA_CURSO,CO_LOCAL_OFERTA_IES,CO_MODALIDADE_ENSINO,CO_MUNICIPIO_CURSO,CO_NIVEL_ACADEMICO,CO_OCDE,CO_OCDE_AREA_DETALHADA,CO_OCDE_AREA_ESPECIFICA,CO_OCDE_AREA_GERAL,CO_ORGANIZACAO_ACADEMICA,CO_SITUACAO_CURSO,CO_UF_CURSO,CO_UNIDADE_FUNCIONAMENTO,DS_CATEGORIA_ADMINISTRATIVA,DS_GRAU_ACADEMICO,DS_MODALIDADE_ENSINO,DS_NIVEL_ACADEMICO,DS_ORGANIZACAO_ACADEMICA,DS_SITUACAO_CURSO,DT_AUTORIZACAO_CURSO,DT_INICIO_FUNCIONAMENTO,IN_AJUDA_DEFICIENTE,IN_ALTO_RELEVO,IN_AUDIO,IN_BRAILLE,IN_CAPITAL_CURSO,IN_CARACTER_AMPLIADO,IN_CONVENIO_PEC_G,IN_DISCIPLINA_LIBRAS,IN_ENEM,IN_GRATUITO,IN_GUIA_INTERPRETE,IN_INTEGRAL_CURSO,IN_MATERIAL_AMPLIADO,IN_MATERIAL_AUDIO,IN_MATERIAL_BRAILLE,IN_MATERIAL_DIGITAL,IN_MATERIAL_IMPRESSO,IN_MATERIAL_LIBRAS,IN_MATERIAL_TATIL,IN_MATUTINO_CURSO,IN_NOTURNO_CURSO,IN_OFERECE_DISC_DISTANCIA,IN_OFERECE_DISC_SEMI_PRES,IN_OUTRAS_FORMAS_INGRESSO,IN_OUTRA_FORMA_SELECAO,IN_PARTICIPA_UAB,IN_PERMITE_CONCLUINTE,IN_POSSUI_LABORATORIO,IN_RECURSOS_COMUNICACAO,IN_RECURSOS_INFORMATICA,IN_SINTESE_VOZ,IN_TRADUTOR_LIBRAS,IN_UTILIZA_LABORATORIO,IN_VESPERTINO_CURSO,IN_VESTIBULAR,NO_AREA_DETALHADA,NO_AREA_ESPECIFICA,NO_AREA_GERAL,NO_CURSO,NO_IES,NO_MUNICIPIO_CURSO,NO_OCDE,NO_OCDE_AREA_DETALHADA,NO_OCDE_AREA_ESPECIFICA,NO_OCDE_AREA_GERAL,NO_ORGANIZACAO_ACADEMICA,NO_REGIAO_CURSO,NU_CARGA_HORARIA,NU_INTEGRALIZACAO_EAD,NU_INTEGRALIZACAO_INTEGRAL,NU_INTEGRALIZACAO_MATUTINO,NU_INTEGRALIZACAO_NOTURNO,NU_INTEGRALIZACAO_VESPERTINO,NU_PERC_CARGA_HOR_DISTANCIA,NU_PERC_CAR_HOR_SEMI_PRES,NU_PRAZO_INTEGRALIZACAO,QT_CONCLUINTE_CURSO,QT_INGRESSO_CURSO,QT_INGRESSO_OUTRA_FORMA,QT_INGRESSO_PROCESSO_SELETIVO,QT_INGRESSO_VAGAS_NOVAS,QT_INSCRITOS_ANO,QT_INSCRITOS_ANO_EAD,QT_INSCRITOS_INTEGRAL_PRES,QT_INSCRITOS_MATUTINO_PRES,QT_INSCRITOS_NOTURNO_PRES,QT_INSCRITOS_OUTRAS_VAGAS_EAD,QT_INSCRITOS_OUTRAS_VAGAS_INTE,QT_INSCRITOS_OUTRAS_VAGAS_MATU,QT_INSCRITOS_OUTRAS_VAGAS_NOT,QT_INSCRITOS_OUTRAS_VAGAS_VESP,QT_INSCRITOS_PRINCIPAL_EAD,QT_INSCRITOS_PRINCIPAL_INTE,QT_INSCRITOS_PRINCIPAL_MATU,QT_INSCRITOS_PRINCIPAL_NOTURNO,QT_INSCRITOS_PRINCIPAL_VESP,QT_INSCRITOS_VESPERTINO_PRES,QT_INSC_VAGAS_NOVAS_EAD,QT_INSC_VAGAS_NOVAS_INT,QT_INSC_VAGAS_NOVAS_MAT,QT_INSC_VAGAS_NOVAS_NOT,QT_INSC_VAGAS_NOVAS_VESP,QT_INSC_VAGAS_PROG_ESP_EAD,QT_INSC_VAGAS_PROG_ESP_INT,QT_INSC_VAGAS_PROG_ESP_MAT,QT_INSC_VAGAS_PROG_ESP_NOT,QT_INSC_VAGAS_PROG_ESP_VESP,QT_INSC_VAGAS_REMAN_EAD,QT_INSC_VAGAS_REMAN_INT,QT_INSC_VAGAS_REMAN_MAT,QT_INSC_VAGAS_REMAN_NOT,QT_INSC_VAGAS_REMAN_VESP,QT_MATRICULA_CURSO,QT_OUTRAS_VAGAS_EAD,QT_OUTRAS_VAGAS_INTEGRAL,QT_OUTRAS_VAGAS_MATUTINO,QT_OUTRAS_VAGAS_NOTURNO,QT_OUTRAS_VAGAS_VESPERTINO,QT_PROCESSO_OUTRA_FORMA,QT_PROCESSO_SELETIVO,QT_VAGAS_ANUAL_EAD,QT_VAGAS_INTEGRAL,QT_VAGAS_INTEGRAL_PRES,QT_VAGAS_MATUTINO,QT_VAGAS_MATUTINO_PRES,QT_VAGAS_NOTURNO,QT_VAGAS_NOTURNO_PRES,QT_VAGAS_NOVAS_EAD,QT_VAGAS_NOVAS_INTEGRAL,QT_VAGAS_NOVAS_MATUTINO,QT_VAGAS_NOVAS_NOTURNO,QT_VAGAS_NOVAS_VESPERTINO,QT_VAGAS_PRINCIPAL_EAD,QT_VAGAS_PRINCIPAL_INTEGRAL,QT_VAGAS_PRINCIPAL_MATUTINO,QT_VAGAS_PRINCIPAL_NOTURNO,QT_VAGAS_PRINCIPAL_VESPERTINO,QT_VAGAS_PROG_ESP_EAD,QT_VAGAS_PROG_ESP_INTEGRAL,QT_VAGAS_PROG_ESP_MATUTINO,QT_VAGAS_PROG_ESP_NOTURNO,QT_VAGAS_PROG_ESP_VESPERTINO,QT_VAGAS_REMANESC_EAD,QT_VAGAS_REMANESC_INTEGRAL,QT_VAGAS_REMANESC_MATUTINO,QT_VAGAS_REMANESC_NOTURNO,QT_VAGAS_REMANESC_VESPERTINO,QT_VAGAS_TOTAIS,QT_VAGAS_VESPERTINO,QT_VAGAS_VESPERTINO_PRES,SGL_UF_CURSO,TP_ATRIBUTO_INGRESSO,Unnamed: 0,ano_censo
2894,5,40095,1.0,555,657967.0,,,1,2304400.0,1,52300000000000.0,523.0,52.0,5.0,1,1.0,23.0,,Privada sem fins lucrativos,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,01/02/2001,1,,,,1.0,,,1.0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,,1.0,1.0,1.0,,1.0,,0.0,,,,,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,UNIVERSIDADE DE FORTALEZA,Fortaleza,Engenharia de controle e automação,Eletrônica e automação,Engenharia e profissões correlatas,"Engenharia, produção e construção",,Nordeste,4320,,,5.0,,,,1.0,,22.0,90.0,,,84.0,,,,,,,,,,,,,,,,,,,144.0,,,,,0.0,,,,,21.0,,,288.0,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,0.0,,,,,80.0,,,,,,CE,0.0,14085,2014
2895,5,107689,1.0,555,657967.0,,,1,2304400.0,1,5230000.0,523.0,52.0,5.0,1,1.0,23.0,,Privada sem fins lucrativos,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,07/02/2008,1,,,,1.0,,,1.0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,,1.0,1.0,1.0,,1.0,,0.0,,,,,ENGENHARIA DE COMPUTAÇÃO,UNIVERSIDADE DE FORTALEZA,Fortaleza,Engenharia de computação,Eletrônica e automação,Engenharia e profissões correlatas,"Engenharia, produção e construção",,Nordeste,4320,,,5.0,,,,1.0,,3.0,88.0,,,87.0,,,,,,,,,,,,,,,,,,,177.0,,,,,0.0,,,,,12.0,,,182.0,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,0.0,,,,,40.0,,,,,,CE,0.0,14141,2014
2896,2,11881,1.0,568,657971.0,,,1,2111300.0,1,52100000.0,521.0,52.0,5.0,1,1.0,21.0,,Pública Estadual,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,27/06/1977,0,,,,1.0,,,,,1.0,,1.0,,,,,,,,0.0,0.0,,0.0,,,,,1.0,,,,,,0.0,,,,,ENGENHARIA MECÂNICA,UNIVERSIDADE ESTADUAL DO MARANHÃO,São Luís,Engenharia mecânica,Engenharia mecânica e metalurgia (trabalhos com metais),Engenharia e profissões correlatas,"Engenharia, produção e construção",,Nordeste,4200,,4.5,,,,,,,38.0,77.0,,,77.0,,,,,,,,,,,,,,,,,,801.0,,,,,0.0,,,,,0.0,,,,442.0,,,,,,,,,,,,,,,,68.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,MA,0.0,14209,2014
2897,1,117082,1.0,578,147106.0,,,1,2927408.0,1,5230000.0,523.0,52.0,5.0,1,1.0,29.0,,Pública Federal,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,03/03/2009,0,,,,1.0,,,,,1.0,,0.0,,,,,,,,0.0,1.0,,0.0,,,,,1.0,,,,,,0.0,,,,,ENGENHARIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DA BAHIA,Salvador,Engenharia de computação,Eletrônica e automação,Engenharia e profissões correlatas,"Engenharia, produção e construção",,Nordeste,4010,,,,5.0,,,,,0.0,47.0,,,38.0,,,,,,,,,,,,,,,,,,,,1193.0,,,,,0.0,,,,,18.0,,189.0,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,0.0,,,,,9.0,,,,,BA,0.0,14302,2014
2898,1,117088,1.0,578,147106.0,,,1,2927408.0,1,52300000000000.0,523.0,52.0,5.0,1,1.0,29.0,,Pública Federal,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,02/03/2009,0,,,,1.0,,,,,1.0,,0.0,,,,,,,,0.0,1.0,,0.0,,,,,1.0,,,,,,0.0,,,,,ENGENHARIA DE CONTROLE E AUTOMAÇÃO DE PROCESSOS,UNIVERSIDADE FEDERAL DA BAHIA,Salvador,Engenharia de controle e automação,Eletrônica e automação,Engenharia e profissões correlatas,"Engenharia, produção e construção",,Nordeste,3757,,,,5.0,,,,,2.0,46.0,,,36.0,,,,,,,,,,,,,,,,,,,,908.0,,,,,0.0,,,,,13.0,,189.0,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,0.0,,,,,9.0,,,,,BA,0.0,14303,2014
2899,1,1109489,1.0,576,1039546.0,,,1,3136702.0,1,52100000.0,521.0,52.0,5.0,1,1.0,31.0,,Pública Federal,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,02/03/2009,1,,,,0.0,,,0.0,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,,,1.0,1.0,1.0,,1.0,,0.0,,,,,ENGENHARIA MECÂNICA,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,Juiz de Fora,Engenharia mecânica,Engenharia mecânica e metalurgia (trabalhos com metais),Engenharia e profissões correlatas,"Engenharia, produção e construção",,Sudeste,3600,,5.0,,,,,,,6.0,58.0,,,58.0,,,,,,,,,,,,,,,,,,612.0,,,,,0.0,,,,,20.0,,,,250.0,,,,,,,,,,,,,,,,52.0,,,,,,,,,,0.0,,,,,27.0,,,,,,,MG,0.0,14425,2014
2900,1,1120244,1.0,576,1039546.0,,,1,3136702.0,1,5230000.0,523.0,52.0,5.0,1,1.0,31.0,,Pública Federal,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,07/08/2008,1,,,,0.0,,,0.0,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,,,1.0,1.0,1.0,,1.0,,0.0,,,,,ENGENHARIA COMPUTACIONAL,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,Juiz de Fora,Engenharia de computação,Eletrônica e automação,Engenharia e profissões correlatas,"Engenharia, produção e construção",,Sudeste,3740,,5.0,,,,,,,3.0,22.0,,,21.0,,,,,,,,,,,,,,,,,,337.0,,,,,0.0,,,,,20.0,,,,34.0,,,,,,,,,,,,,,,,22.0,,,,,,,,,,0.0,,,,,21.0,,,,,,,MG,0.0,14427,2014
2901,1,12721,1.0,572,1095.0,,,1,3303302.0,1,52100000.0,521.0,52.0,5.0,1,1.0,33.0,,Pública Federal,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,01/03/1953,0,,,,0.0,,,,,1.0,,1.0,,,,,,,,0.0,0.0,,0.0,,,,,1.0,,,,,,0.0,,,,,ENGENHARIA MECÂNICA,UNIVERSIDADE FEDERAL FLUMINENSE,Niterói,Engenharia mecânica,Engenharia mecânica e metalurgia (trabalhos com metais),Engenharia e profissões correlatas,"Engenharia, produção e construção",,Sudeste,4110,,5.0,,,,,,,61.0,102.0,,,88.0,,,,,,,,,,,,,,,,,,2441.0,,,,,0.0,,,,,58.0,,,,448.0,,,,,,,,,,,,,,,,90.0,,,,,,,,,,0.0,,,,,13.0,,,,,,,RJ,0.0,14588,2014
2902,1,44370,1.0,572,1106.0,,,1,3306305.0,1,52100000.0,521.0,52.0,5.0,1,1.0,33.0,,Pública Federal,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,01/03/2001,0,,,,0.0,,,,,1.0,,1.0,,,,,,,,0.0,0.0,,0.0,,,,,1.0,,,,,,0.0,,,,,ENGENHARIA MECÂNICA,UNIVERSIDADE FEDERAL FLUMINENSE,Volta Redonda,Engenharia mecânica,Engenharia mecânica e metalurgia (trabalhos com metais),Engenharia e profissões correlatas,"Engenharia, produção e construção",,Sudeste,3730,,5.0,,,,,,,66.0,102.0,,,80.0,,,,,,,,,,,,,,,,,,2697.0,,,,,0.0,,,,,21.0,,,,447.0,,,,,,,,,,,,,,,,88.0,,,,,,,,,,0.0,,,,,30.0,,,,,,,RJ,0.0,14656,2014
2903,1,1113231,1.0,570,1036249.0,,,1,2408102.0,1,5230000.0,523.0,52.0,5.0,1,1.0,24.0,,Pública Federal,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,22/02/2010,1,,,,1.0,,,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,,,0.0,1.0,1.0,,1.0,,0.0,,,,,ENGENHARIA DE SOFTWARE,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,Natal,Engenharia de computação,Eletrônica e automação,Engenharia e profissões correlatas,"Engenharia, produção e construção",,Nordeste,3600,,4.0,,,,,,,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,54.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,RN,0.0,14764,2014
2904,1,1159084,1.0,570,1036249.0,,,1,2408102.0,1,5230000000000.0,523.0,52.0,5.0,1,1.0,24.0,,Pública Federal,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,06/08/2012,1,,,,1.0,,,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,,,,,1.0,1.0,1.0,,1.0,,0.0,,,,,ENGENHARIA MECATRÔNICA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,Natal,Engenharia mecatrônica,Eletrônica e automação,Engenharia e profissões correlatas,"Engenharia, produção e construção",,Nordeste,3790,,5.0,,,,,1.0,,2.0,8.0,,,8.0,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,,,,,0.0,,,,21.0,,,,,,,,,,,,,,,,80.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,RN,0.0,14771,2014
2905,1,12957,1.0,575,103266.0,,,1,3106200.0,1,52100000.0,521.0,52.0,5.0,1,1.0,31.0,,Pública Federal,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,04/05/1951,1,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,,,,,1.0,0.0,0.0,,0.0,,0.0,,,,,ENGENHARIA MECÂNICA,UNIVERSIDADE FEDERAL DE MINAS GERAIS,Belo Horizonte,Engenharia mecânica,Engenharia mecânica e metalurgia (trabalhos com metais),Engenharia e profissões correlatas,"Engenharia, produção e construção",,Sudeste,3630,,,5.0,6.0,,,4.0,,94.0,160.0,,,158.0,,,,,,,,,,,,,,,,,,,3527.0,6432.0,,,,0.0,0.0,,,,0.0,0.0,,945.0,,,,,,,,,,,,,,,,,80.0,80.0,,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,,MG,0.0,14858,2014
2906,1,1139973,1.0,577,1036246.0,,,1,2704302.0,1,5230000.0,523.0,52.0,5.0,1,1.0,27.0,,Pública Federal,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,01/03/2011,1,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,,,,,1.0,1.0,1.0,,0.0,,1.0,,,,,ENGENHARIA DE COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE ALAGOAS,Maceió,Engenharia de computação,Eletrônica e automação,Engenharia e profissões correlatas,"Engenharia, produção e construção",,Nordeste,3920,,,5.0,,5.0,,20.0,,0.0,61.0,,,60.0,,,,,,,,,,,,,,,,,,,413.0,,443.0,,,0.0,,0.0,,,5.0,,5.0,157.0,,,,,,,,,,,,,,,,,30.0,,30.0,,,,,,,,0.0,,0.0,,,15.0,,12.0,,,,AL,0.0,14886,2014
2907,1,12565,1.0,571,1005380.0,,,1,4106902.0,1,52100000.0,521.0,52.0,5.0,1,1.0,41.0,,Pública Federal,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,01/01/1962,1,,,,1.0,,,1.0,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,,,,,1.0,0.0,0.0,,1.0,,0.0,,,,,ENGENHARIA MECÂNICA,UNIVERSIDADE FEDERAL DO PARANÁ,Curitiba,Engenharia mecânica,Engenharia mecânica e metalurgia (trabalhos com metais),Engenharia e profissões correlatas,"Engenharia, produção e construção",,Sul,4470,,5.0,,,,,,,58.0,111.0,,,98.0,,,,,,,,,,,,,,,,,,1847.0,,,,,0.0,,,,,11.0,,,,592.0,,,,,,,,,,,,,,,,108.0,,,,,,,,,,0.0,,,,,32.0,,,,,,,PR,0.0,14891,2014
2908,1,18880,1.0,575,103266.0,,,1,3106200.0,1,52300000000000.0,523.0,52.0,5.0,1,1.0,31.0,,Pública Federal,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,16/02/1998,1,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,,,,,1.0,0.0,0.0,,0.0,,0.0,,,,,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,UNIVERSIDADE FEDERAL DE MINAS GERAIS,Belo Horizonte,Engenharia de controle e automação,Eletrônica e automação,Engenharia e profissões correlatas,"Engenharia, produção e construção",,Sudeste,3675,,,5.0,6.0,,,,,41.0,137.0,,,137.0,,,,,,,,,,,,,,,,,,,2011.0,2704.0,,,,0.0,0.0,,,,0.0,0.0,,734.0,,,,,,,,,,,,,,,,,80.0,50.0,,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,,MG,0.0,14927,2014
2909,1,12808,1.0,573,1072.0,,,1,3205309.0,1,52100000.0,521.0,52.0,5.0,1,1.0,32.0,,Pública Federal,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,01/05/1975,1,,,,1.0,,,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,1.0,1.0,1.0,,0.0,,0.0,,,,,ENGENHARIA MECÂNICA,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,Vitória,Engenharia mecânica,Engenharia mecânica e metalurgia (trabalhos com metais),Engenharia e profissões correlatas,"Engenharia, produção e construção",,Sudeste,4050,,5.0,,,,,,,63.0,87.0,,,87.0,,,,,,,,,,,,,,,,,,1041.0,,,,,0.0,,,,,0.0,,,,510.0,,,,,,,,,,,,,,,,80.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,ES,0.0,14972,2014
2910,1,13270,1.0,578,147106.0,,,1,2927408.0,1,52100000.0,521.0,52.0,5.0,1,1.0,29.0,,Pública Federal,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,06/03/1968,0,,,,1.0,,,,,1.0,,1.0,,,,,,,,0.0,0.0,,0.0,,,,,1.0,,,,,,0.0,,,,,ENGENHARIA MECÂNICA,UNIVERSIDADE FEDERAL DA BAHIA,Salvador,Engenharia mecânica,Engenharia mecânica e metalurgia (trabalhos com metais),Engenharia e profissões correlatas,"Engenharia, produção e construção",,Nordeste,4053,,5.0,,,,,,,43.0,89.0,,,88.0,,,,,,,,,,,,,,,,,,1986.0,,,,,0.0,,,,,0.0,,,,518.0,,,,,,,,,,,,,,,,90.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,BA,0.0,15012,2014
2911,1,12836,1.0,573,1072.0,,,1,3205309.0,1,5230000.0,523.0,52.0,5.0,1,1.0,32.0,,Pública Federal,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,05/01/1990,0,,,,1.0,,,,,1.0,,1.0,,,,,,,,0.0,0.0,,0.0,,,,,1.0,,,,,,0.0,,,,,ENGENHARIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,Vitória,Engenharia de computação,Eletrônica e automação,Engenharia e profissões correlatas,"Engenharia, produção e construção",,Sudeste,3690,,4.0,,,,,,,22.0,42.0,,,41.0,,,,,,,,,,,,,,,,,,285.0,,,,,0.0,,,,,0.0,,,,225.0,,,,,,,,,,,,,,,,40.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,ES,0.0,15046,2014
2912,1,99090,1.0,573,1048379.0,,,1,3204906.0,1,5230000.0,523.0,52.0,5.0,1,1.0,32.0,,Pública Federal,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,07/08/2006,0,,,,0.0,,,,,1.0,,1.0,,,,,,,,0.0,0.0,,0.0,,,,,1.0,,,,,,0.0,,,,,ENGENHARIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,São Mateus,Engenharia de computação,Eletrônica e automação,Engenharia e profissões correlatas,"Engenharia, produção e construção",,Sudeste,3705,,4.5,,,,,,,5.0,45.0,,,44.0,,,,,,,,,,,,,,,,,,135.0,,,,,0.0,,,,,7.0,,,,180.0,,,,,,,,,,,,,,,,50.0,,,,,,,,,,0.0,,,,,49.0,,,,,,,ES,0.0,15113,2014
2913,1,5000059,1.0,575,103266.0,,,1,3106200.0,1,5230000.0,523.0,52.0,5.0,1,1.0,31.0,,Pública Federal,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,01/03/2010,1,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,1.0,0.0,0.0,,0.0,,0.0,,,,,ENGENHARIA DE SISTEMAS,UNIVERSIDADE FEDERAL DE MINAS GERAIS,Belo Horizonte,Engenharia de computação,Eletrônica e automação,Engenharia e profissões correlatas,"Engenharia, produção e construção",,Sudeste,3615,,,,6.0,,,,,0.0,65.0,,,51.0,,,,,,,,,,,,,,,,,,,,1974.0,,,,,0.0,,,,,78.0,,175.0,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,0.0,,,,,17.0,,,,,MG,0.0,15180,2014
2914,1,123551,1.0,571,1005380.0,,,1,4106902.0,1,52100000.0,521.0,52.0,5.0,1,1.0,41.0,,Pública Federal,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,02/03/2009,1,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,0.0,,,,,1.0,0.0,0.0,,1.0,,0.0,,,,,ENGENHARIA MECÂNICA,UNIVERSIDADE FEDERAL DO PARANÁ,Curitiba,Engenharia mecânica,Engenharia mecânica e metalurgia (trabalhos com metais),Engenharia e profissões correlatas,"Engenharia, produção e construção",,Sul,4080,,,,5.0,,,,,8.0,107.0,,,83.0,,,,,,,,,,,,,,,,,,,,3002.0,,,,,0.0,,,,,24.0,,452.0,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,0.0,,,,,24.0,,,,,PR,0.0,15228,2014
2915,1,58854,1.0,580,1153.0,,,1,2611606.0,1,5230000.0,523.0,52.0,5.0,1,1.0,26.0,,Pública Federal,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,12/07/2001,1,,,,1.0,,,1.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,1.0,0.0,0.0,,0.0,,0.0,,,,,ENGENHARIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,Recife,Engenharia de computação,Eletrônica e automação,Engenharia e profissões correlatas,"Engenharia, produção e construção",,Nordeste,4065,,5.0,,,,,,,29.0,115.0,,,104.0,,,,,,,,,,,,,,,,,,654.0,,,,,0.0,,,,,13.0,,,,470.0,,,,,,,,,,,,,,,,104.0,,,,,,,,,,0.0,,,,,10.0,,,,,,,PE,0.0,15356,2014
2916,1,1292702,1.0,582,1069566.0,,,1,4303004.0,1,52100000.0,521.0,52.0,5.0,1,1.0,43.0,,Pública Federal,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,11/08/2014,0,,,,0.0,,,,,1.0,,1.0,,,,,,,,0.0,0.0,,0.0,,,,,0.0,,,,,,0.0,,,,,ENGENHARIA MECÂNICA,UNIVERSIDADE FEDERAL DE SANTA MARIA,Cachoeira do Sul,Engenharia mecânica,Engenharia mecânica e metalurgia (trabalhos com metais),Engenharia e profissões correlatas,"Engenharia, produção e construção",,Sul,4080,,5.0,,,,,,,0.0,41.0,,,41.0,,,,,,,,,,,,,,,,,,392.0,,,,,0.0,,,,,0.0,,,,37.0,,,,,,,,,,,,,,,,40.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,RS,0.0,15432,2014
2917,1,83904,1.0,586,657978.0,,,1,3304557.0,1,5230000.0,523.0,52.0,5.0,1,1.0,33.0,,Pública Federal,Bacharelado,Presencial,Graduação,Universidade,Em atividade,,01/03/2004,1,,,,1.0,,,1.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,1.0,0.0,0.0,,0.0,,0.0,,,,,ENGENHARIA DE COMPUTAÇÃO E INFORMAÇÃO,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,Rio de Janeiro,Engenharia de computação,Eletrônica e automação,Engenharia e profissões correlatas,"Engenharia, produção e construção",,Sudeste,4285,,5.0,,,,,,,20.0,32.0,,,24.0,,,,,,,,,,,,,,,,,,950.0,,,,,0.0,,,,,42.0,,,,153.0,,,,,,,,,,,,,,,,25.0,,,,,,,,,,0.0,,,,,5.0,,,,,,,RJ,0.0,15465,2014
